,DOB,Image,Summary,Name
1289,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Nora_Fatehi_at_the_trailer_launch_of_Batla_House.jpg,"Nora Fatehi (born 6 February 1992[1][2]) is a Canadian dancer, model, actress and singer who has mainly appeared in Hindi films. She has also starred in Malayalam and Telugu films. She comes from a Moroccan Canadian family, and was born and raised in Canada, although in interviews despite being of Moroccan descent she has stated that she considers herself ""an Indian at heart"".[3] She is most known for her work in the  Indian film industry. She made her film debut in the Bollywood film Roar: Tigers of the Sundarbans.[4][5] She gained popularity in Telugu cinema by doing item numbers in films like Temper, Beginning|Baahubali]] and Kick 2 and has also starred in two Malayalam films, Double Barrel and Kayamkulam Kochunni. 
",Nora Fatehi
1290,04-06-1936,https://upload.wikimedia.org/wikipedia/commons/c/c9/Baarish_Nutan_%28cropped%29.jpg,"Nutan Samarth (born; 4 June 1936 – 21 February 1991), better known as Nutan, was an Indian film actress. In a career spanning nearly four decades, she appeared in more than 70 Hindi films, many in starring roles. Regarded as one of the finest female actors in the history of Indian cinema,[1][2] Nutan was noted for playing unconventional parts and her performances often received praise and accolades.[3] Nutan holds the record of five wins of the Best Actress award at Filmfare, which was held only by her for over 30 years until it was matched by her niece Kajol in 2011.[4] In 1974, she was awarded the Padma Shri by the Government of India.
",Nutan
1291,13-03-1982,https://upload.wikimedia.org/wikipedia/commons/6/6c/Nimrat_Kaur_snapped_attending_the_Lakme_Fashion_Week_2018_%2811%29.jpg,"Nimrat Kaur (born 13 March 1982) is an Indian actress. She began her career as a print model and went on to act in theater. After brief appearances in a few films, Kaur starred in Anurag Kashyap's production Peddlers, which was screened at the 2012 Cannes Film Festival. She followed it with her breakthrough role in The Lunchbox, a critically acclaimed drama co-starring Irrfan Khan, which was screened at the 2013 Cannes Film Festival.
",Nimrat Kaur
1292,25-03-1984,,"Nyla Usha Gopakumar (born 25 March 1984) is an Indian film actress, television host, and radio jockey from Trivandrum, Kerala.[1][2] After working for nearly a decade as an RJ at Hit 96.7 in Dubai, she made her acting debut in 2013 with Kunjananthante Kada.[3]
",Nyla Usha
1293,29-04-1991,https://upload.wikimedia.org/wikipedia/commons/e/e6/Oviya_Helen_in_2018.jpg,"Helen Nelson, (born 29 April 1991) better known professionally by her stage name Oviya, is an Indian model and film actress who has worked predominantly in the Tamil and Malayalam film industries. She made her breakthrough as an actress in Sarkunam's rural romantic comedy Kalavani (2010), before appearing in other films including Pandiraj's Marina (2012), Moodar Koodam (2013) and Madha Yaanai Koottam (2013). Oviya has also enjoyed box office success through her roles in Sundar C's Kalakalappu (2012) and the horror comedy Yaamirukka Bayamey (2014). In 2017, Oviya appeared on the reality series Bigg Boss.[2]
",Oviya Helen
1294,,https://upload.wikimedia.org/wikipedia/en/3/3f/Padmapriya-actress-pic.jpg,"Padmapriya (born Padmalochani) was predominantly a Kannada and Tamil actress who also acted in a few Malayalam and Telugu movies.
",Padmapriya
1295,10-03-1949,,"Padma Khanna (born 10 March 1949) is an Indian actress, dancer and director. She appeared mainly in Hindi and Bhojpuri films in the 1970s and 1980s. She is most remembered for her role in the film Saudagar with Amitabh Bachchan and also as Queen Kaikeyi in Ramanand Sagar's epic series Ramayan (1987–1988). She has acted in two Telugu films with N. T. Rama Rao Desoddarakulu and Rajaputra Rahasyam.
",Padma Khanna
1296,,https://upload.wikimedia.org/wikipedia/en/4/4a/Padma-Kumta-pic.jpg,"Padma Kumta or Padma Kumata was an Indian film actress in the Kannada film industry. Some of the notable films of Padma Kumta as an actress include Chomana Dudi (1975), Bayalu Daari (1976), Phalitamsha (1976), Avasthe (1987) and Arivu (2017).[4] She died of cardiac arrest.[5][6][7][8][9][10][11]
",Padma Kumta
1297,01-09-1970,https://upload.wikimedia.org/wikipedia/commons/1/13/Padma_Lakshmi_at_the_2008_Tribeca_Film_Festival.JPG,"Padma Parvati Lakshmi Vaidynathan (born September 1, 1970),[1] known professionally as Padma Lakshmi (pronounced [ˈpəd̪maː ˈləkʃmiː]), is an American author, actress, model, and television host. She is the host of the US cooking competition program Top Chef.
",Padma Lakshmi
1298,,,"Padma Vasanthi  is an Indian film actress in the Kannada film industry. Some of the films of Padma Vasanthi as an actress include Maanasa Sarovara (1982) Bettada Hoovu (1985), Mussanje Mathu (2008).[1][2][3][4][5][6][7][8]
",Padma Vasanthi
1299,,,"Padmaja Rao is an Indian film actress, TV serial Director and Producer in Karnataka, India.[1][2][3][4][5]  She is a versatile actor known for playing a wide variety of character roles in various film genres. Some of the notable films of Padmaja Rao as an actress include  Hatavadi (2006) Mungaru Male (2006), Gaalipata (2008), Ugramm (2006). She has also forayed into tulu film industry with the blockbuster Chaali Polilu (2014)
",Padmaja Rao
1300,01-11-1965,https://upload.wikimedia.org/wikipedia/commons/7/76/PadminiKolhapure.jpg,"Padmini Kolhapure (born 1 November 1965) is an Indian actress and singer, who works primarily in Hindi films. She began acting in 1972 at the age of 7, and her early works included Zindagi (1976) and Dream Girl (1977). She then made her official film debut with the film Satyam Shivam Sundaram (1978), starring as Young Roopa. Kolhapure then became one of the most prominent actresses throughout the 1980s.
",Padmini Kolhapure
1301,12-06-1932,https://upload.wikimedia.org/wikipedia/commons/e/ec/Padmini_Ramachandran.jpg,"Padmini  (12 June 1932 – 24 September 2006)[1][2][3] was an Indian Actress and trained Bharathanatyam dancer, who acted in over 250 Indian films.[1] She acted in Tamil, Hindi, Malayalam Telugu and Russian language films. She was a popular actress of her time.  Padmini, with her elder sister Lalitha and her younger sister Ragini, were called the ""Travancore sisters"".[4]
",Padmini
1302,04-04-1969,https://upload.wikimedia.org/wikipedia/commons/3/3d/Pallavi_Joshi.png,"Pallavi Joshi (born 4 April 1969) is an Indian film and television actress. She is a recipient of Special Jury Award at the National Film Awards.
",Pallavi Joshi
1303,15-06-1982,https://upload.wikimedia.org/wikipedia/commons/5/5c/Pallavi_Kulkarni_au_S%C3%A9n%C3%A9gal.jpg,"Pallavi Kulkarni is an Indian television actress.[2]
",Pallavi Kulkarni
1304,09-06-1987,,"Pallavi Subhash Shirke (born 9 June 1984) is an Indian film and television actress.[2] A Maharashtrian model turned actress, she has started her career with Marathi plays, films and TV shows, then appeared in Hindi TV shows. She's the only Marathi actress who has worked in not only all south Indian languages like Telugu, Tamil, Malayalam and Kannada, but in Sri Lankan language too. Pallavi won a Golden Petal Award in 2016 as Dharma in Chakravartin Ashoka Samrat.[3][4]
",Pallavi Subhash
1305,05-03-1990,https://upload.wikimedia.org/wikipedia/commons/9/99/Pallavi_Sharda_%28cropped%29.jpg,"Pallavi Sharda (born 5 March 1990)[1][2] is an Australian-Indian film actress.[3] She has worked in Hindi films like My Name Is Khan, Dus Tola, Besharam , Hawaizaada and Begum Jaan.
",Pallavi Sharda
1306,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Photo_Of_Panchi_Bora_From_The_3rd_Boroplus_Gold_Awards_2010.jpg,"Panchi Bora is an Indian television actress and model from Assam.[1] She plays lead roles in the series Kayamath and Kitni Mast Hai Zindagi, before working in the Telugu film industry.
",Panchi Bora
1307,18-09-1928,https://upload.wikimedia.org/wikipedia/en/8/8d/Pandari_Bai.jpg,"Pandari Bai (8 September 1928 – 29 January 2003) was a prominent actress of South Indian languages films, mostly in Kannada language during the 1950s, 1960s and 1970s. She is considered Kannada cinema's first successful heroine.[1] She has acted as both heroine and mother to stalwarts such as Rajkumar, MGR and Sivaji Ganesan. She was the heroine in Rajkumar's debut movie Bedara Kannappa and also Sivaji's debut movie Parasakthi.[2][3][4] She has acted in over 1,000 films in Kannada, Tamil, Telugu and Hindi.[5] in 1991, she was honoured by a Kalaimamani from the Tamil Nadu government.[citation needed]
",Pandari Bai
1308,06-06-1984,https://upload.wikimedia.org/wikipedia/commons/2/21/Paakhi_A_Tyrewala.jpg,"Paakhi A Tyrewala (born 6 June 1984) is the stage name of Punarnava Mehta an Indian writer-cum-director, who debuted in mainstream Bollywood in 2002 with the film Yeh Kya Ho Raha Hai?, in which she is credited with real name Punarnava Mehta.[1] She later changed her name to Paakhi, which is her nickname, and adopted Tyrewala after her marriage to Abbas Tyrewala. She was relaunched by her husband Abbas in 2010 with her new name ""Paakhi"" in the film Jhootha Hi Sahi.
",Pakhi Tyrewala
1309,04-10-1980,https://upload.wikimedia.org/wikipedia/commons/e/ea/Paoli_Dam_saree_image.jpg,"Paoli Dam (born 4 October 1980) is an Indian actress who started her career with the Bengali television serial Jibon Niye Khela (2003). She then worked in Bengali television serials such as Tithir Atithi and Sonar Harin; the former ran for six years on ETV Bangla.
Dam spent her childhood in Kolkata, earning a postgraduate degree in chemistry from Rajabazar Science College. Initially, she wanted to become a chemical researcher or a pilot.
Her debut Bengali film—Teen Yaari Katha, directed by Sudeshna Roy and Abhijit Guha—began in 2004, but was not released until 2012. Dam's first film release was Agnipariksha, directed by Rabi Kinagi. Between 2006 and 2009, she appeared in five Bengali films, coming into prominence with the 2009 Kaalbela, directed by Goutam Ghose.
",Paoli Dam
1310,22-10-1988,https://upload.wikimedia.org/wikipedia/commons/8/8c/Parineeti-Chopra-grace-the-HT-Style-Awards-2018-19.jpg,"Parineeti Chopra (pronounced [pəriːniːt̪iː ˈtʃoːpɽaː]; born 22 October 1988) is an Indian actress and singer who appears in Hindi films. Chopra is a recipient of several accolades, including a Filmfare and National Film Award. She initially aspired to pursue a career in investment banking, but after obtaining a triple honours degree in business, finance and economics from Manchester Business School she returned to India during the 2009 economic recession and joined Yash Raj Films as a public relations consultant. 
",Parineeti Chopra
1311,05-10-1975,https://upload.wikimedia.org/wikipedia/commons/6/6e/Parminder_Nagra_by_Gage_Skidmore_2.jpg,"Parminder Kaur Nagra (born 5 October 1975)[1] is an English film and television actress. She is known for playing Jess Bhamra in the film Bend It Like Beckham (2002), and as Dr. Neela Rasgotra in the NBC medical drama series ER from 2003 to 2009. She has had several other major television roles, including a starring role as Meera Malik in the NBC crime drama series The Blacklist for season one and a recurring role on the ABC/Marvel Television series Agents of S.H.I.E.L.D. as Ellen Nadeer for season four.
",Parminder Nagra
1312,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Ragini_aka_parul.jpg,"Parul Chauhan Thakkar is an Indian television actress popular for her portrayal as Ragini Sharma in Sapna Babul Ka...Bidaai and Swarna Chopra in Yeh Rishta Kya Kehlata Hai.[1][2] Before venturing into acting, she did modelling.[3] In 2009, she participated as a contestant in the reality series Jhalak Dikhhla Jaa 3.[4][5]
",Parul Chauhan
1313,06-08-1994,https://upload.wikimedia.org/wikipedia/commons/8/89/ParulGulati.jpg,"Parul Gulati (born 6 August, 1994) is an Indian actress who has appeared in several Punjabi films. She is a trained actor who has studied at Royal Academy of Dramatic Art (RADA), London.[1] 
",Parul Gulati
1314,05-06-1989,https://upload.wikimedia.org/wikipedia/commons/1/1f/Parul_Yadav.jpg,"Parul Yadav  is an Indian film actress and producer, who has appeared in South Indian films, primarily in Kannada along with a few Malayalam and Tamil films. She made her acting debut with Tamil film Dreams, starring Dhanush and Diya. With the four upcoming south remakes of the Bollywood film ""Queen"", Parul is debuting as the Co-Producer for all the four films and also has acted in the Kannada Version Butterfly.
",Parul Yadav
1315,04-04-1970,https://upload.wikimedia.org/wikipedia/commons/6/63/Parvathi_actress.jpg,"Ashwathy Kurup, better known by her stage name Parvathy, is an Indian film actress and classical dancer, who appeared in Malayalam films.[3]
",Parvathy Jayaram
1316,05-12-1992,https://upload.wikimedia.org/wikipedia/commons/c/c6/Parvatii_Nair.jpg,"Parvati Nair (born Parvathy Venugopal Nair) is an Indian model and actress who works in the South Indian film industry. Born into a Malayali family in Abu Dhabi, she trained as a software professional while pursuing a career in modelling, before becoming an actress. . During her modelling career, she appeared in a number of commercials and won the titles ""Miss Karnataka"" and ""Miss Navy Queen"".[2]
",Parvathy Nair
1317,13-03-1987,https://upload.wikimedia.org/wikipedia/commons/8/8e/Parvathy_Omanakuttan_at_SNDT_Chrysalis_2012_fashion_show_%283%29.jpg,"Parvathy Omanakuttan (born 13 March 1987) is an Indian actress, model and beauty pageant titleholder who was crowned Miss India 2008 and later became first runner-up at Miss World 2008. She was also awarded the titles of Miss World Asia & Oceania at the Miss World 2008 competition.[1]
",Parvathy Omanakuttan
1318,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Parvathi_Melton.jpg,"Parvathi Melton (born January 7, 1988)[1] is an American actress and former model of partial Indian descent. She mainly works in the Telugu film industry. She appeared in several Telugu and Malayalam movies. She acted with Raja in the film Vennela, which turned out to be a success. She acted in the super hit Malayalam film Hallo with Mohanlal.[2] She again shot to fame with item song ""Poovai Poovai"" in Telugu movie Dookudu opposite Mahesh Babu.[3]
",Parvati Melton
1319,,,"Parvathi  is a Malayalam film actress and dubbing artist. She played Lady Tarkov, a Russian gangster, in the movie Double Barrel which was directed by Lijo Jose Pellissery and Salim Ahamed's Pathemari.[1]
",Parvati Menon
